author,content,date,id,location,title,url
Special Correspondent,"Former AIADMK MLA, V. Balakrishnan, passed away here on Saturday. He was 80. He represented Sivakasi Assembly constituency between 1980 and 1984. “He was the former party organising secretary and Virudhunagar district secretary,” said Minister for Diary Development, K.T. Rajenthra Bhalaji. Balakrishnan was admitted to a private hospital and died due to heart attack. He is survived by his wife, Dhanalakshmi.",2020-08-09,TH32307910,Virudhunagar,Former Sivakasi MLA dead,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/former-sivakasi-mla-dead/article32307910.ece
Special Correspondent,"A constable attached to Vathalai police station allegedly committed suicide on Friday night. According to sources, G. Anand (26), the deceased, had returned home at Analai near Thiruparaithurai around 11 p.m. after completing duty. He was found hanging from the roof of the cattle shed on Saturday morning. The Jeeyapuram police have registered a case. Assistance for overcoming suicidal thoughts is available on the State’s health helpline 104 and Sneha’s suicide prevention helpline 044-24640050.",2020-08-09,TH32307949,TIRUCHI,Constable ends life,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/constable-ends-life/article32307949.ece
Special Correspondent,"Ancestors of many residents of Bharathi Nagar near Kayathar had moved to a tea estate close to Rajamalla in Idukki district a century ago as there was no scope for farming operations in the dry region of Kayathar. They believed that tea gardens in the Western Ghats would make their life bright. When the first generation got a decent income, the next generation followed suit. While elders returned to Bharathi Nagar, their children stayed in the estate. Most of their wards too lived in Bharathi Nagar so that they could go to school. But on Thursday night, they came to know that landslides had buried their relatives. Officials say 55 persons had died but residents say 72 had died. “As educational institutions are yet to open, most of the children were with their parents in the tea estate only to be buried,” says Antony, Kayathar town secretary of Puthiya Thamizhagam, who has lost 15 close relatives. A girl, who is residing in her grandparents’ house in Bharathi Nagar and studying in Class 10 and did not go to the tea estate as she could not get e-pass, has lost her parents, an elder brother and two sisters. The family of Shanmugaiah, 60, lost 12 persons including his children and grandchildren. Retrieving the bodies of victims will be a Herculean task and relatives here say that bodies may be buried there itself. Like Bharathi Nagar, nearby Govindapuram, Pillaiyarnaththam and Thalaiyaalnadanthaankulam villages have also lost their near ones. Eight people from Nadu Pillaiyaarkulam near Maanur in Tirunelveli district have been buried alive in the landslide at Pettimudy in Idukki district in Kerala. District Revenue Officer A. Perumal confirmed death of 8 persons from Nadu Pillaiyaarkulam who were working in the tea estate. Relatives have left for Pettimudy in two vans. Minister for Information Kadambur C. Raju has expressed shock over death of tea estate workers from Bharathi Nagar near Kayathar. In a statement, he said officials have been asked to collect information about landslide victims and share the information with Thoothukudi district administration. He is coordinating with the Government of Kerala for getting e-passes to the families or relatives of the deceased to reach Pettimudy. He said Chief Minister Edappadi K. Palaniswami has spoken to his Kerala counterpart Pinarayi Vijayan to ensure proper medical treatment to the injured Tamils, Mr. Raju said.",2020-08-09,TH32307920,Tirunelveli,Idukki landslide hits Tirunelveli village,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/idukki-landslide-hits-tirunelveli-village/article32307920.ece
Special Correspondent,"The Public Works Department has started removing the thick growth of water hyacinth on the city stretch of the Uyyakondan canal. Though the canal runs a distance of about 71 km from Pettavaithalai to Vazhavanthankottai, the Public Works Department (River Conservation Division) officials said that water hyacinth, a thick and dense weed, grows extensively on the city stretch of the canal, particularly from the Puthur aqueduct (near Kuzhumayi Amman temple) to Ariyamangalam. The growth is heavy wherever domestic sewage is being let into the canal. With nearly 700 cusecs of water being discharged into the canal for irrigation, the PWD has launched a drive to remove the weeds as it would impede the water flow. A senior official said water hyacinth from Puthur aqueduct to District Sessions Court has been removed so far. Besides a couple of earth movers, at least a dozen personnel had been engaged. Since water was expected to flow up to January, it had been decided to carry out the drive once in three months. A sum of Rs. 10 lakh had been earmarked for the purpose.",2020-08-09,TH32307944,TIRUCHI,PWD removes hyacinth from Uyyakondan canal,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/pwd-removes-hyacinth-from-uyyakondan-canal/article32307944.ece
Special Correspondent,"Expressing concern over the possibility of the spread of the novel corona virus through the biometric authenticated distribution of essential commodities ration shops, introduced as a pilot project in Tiruchi and neighbouring districts, a section of activists in the city have urged the district authorities to suspend its implementation temporarily. Tiruchi district is one of the three districts in the State, which has been chosen to implement the new system on a pilot basis. Ariyalur and Perambalur are the other two districts implementing the system in the State. Under the system, the Food and Civil Supplies Department has established Aadhaar enabled biometric devices in all ration shops in three districts to scan and verify the fingerprints of card holders before distributing rations at points of sale. In Tiruchi district, the Food and Civil Supplies Department has already begun the system of distributing rations in Mannachanallur, Tiruchi (West) and Tiruchi (East) taluks. Though the new system, aimed at checking the malpractices and distribution of subsidised commodities to those in possession of fake ration cards, is largely welcomed by the people, the timing of implementation has received widespread criticism. Under the system, the cardholders have to place their fingerprints on biometric device to prove their authenticity to draw rations. But, it is said that there are practical difficulties in implementing the system at the time of the pandemic. Many cardholders, who visit the fair price shops, are poor and do not make use of sanitisers during the process of biometric authentication. Consumer activists are apprehensive that the physical verification of fingerprints on the device would give room for the spread of virus. However, a senior official of the Department of Cooperation said that hand sanitizers have been provided at all 1,224 fair price shops in the district. The sales personnel have been given clear instruction to ensure that all card holders cleaned their hands using the sanitizers before the affixing their fingerprint on the devices. Physical distancing and wearing of face masks have also been made compulsory. Hence, chances of the infection spreading from the rations shops were remote, he maintained. But consumers are not convinced. M. Sekaran, president, Federation of Consumer and Service Organisations, who visited a fair price shop at Ariyamangalam in the city, alleged that many consumers failed to use hand sanitisers while buying rations. Each shop had an average of 1,000 family cards. It was difficult to ensure virus protection norms when many consumers turned up on the day of distribution of important commodities. Mr. Sekaran claimed that a few States particularly Kerala had deferred the system due to COVID-19. There should be no urgency in implementing the system. The State government should postpone the project until COVID-19 situation was improved, he said. “The new system may be good to regulate the distribution. But, the timing of its launch is not right. Chances of people getting infection can not be ruled out when they place their fingers on the devices,” said Ghouse Baig, a consumer activist in Tiruchi, after visiting a fair price shop at Edamalaipattipudur.",2020-08-09,TH32307961,TIRUCHI,‘Suspend implementation of biometric system at ration shops,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/suspend-implementation-of-biometric-system-at-ration-shops/article32307961.ece
Special Correspondent,"Members of various trade unions, affiliated to the Opposition parties, staged demonstrations in various parts of the city and the district on Saturday in protest against the changes in labour laws and to press for their various other demands. The agitation was in protest against the amalgamation of Central labour laws into four codes and against the amendments to the Electricity Act and the cancellation of the Bharat Sanchar Nigam Limited for 4G upgrade. The protesters, among other things, demanded sanction of Rs. 22,500 as compensation to labourers such as construction workers who had suffered job losses over for five months due to the lockdown. The agitators, representing the LPF, CITU, AITUC, INTUC, HMS and AICCTU, staged the demonstrations in front of the BSNL Office in the city and at Woraiyur and Edamalaiapattipudur. The union members also staged protests in Thuraiyur, Manapparai, Lalgudi and other centres in the district.",2020-08-09,TH32307956,TIRUCHI,Trade union members protest against changes in labour laws,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/trade-union-members-protest-against-changes-in-labour-laws/article32307956.ece
Special Correspondent,"The Muthiahpuram police have arrested a youth from West Bengal in connection with theft of 40 sovereigns of gold ornaments. S. Winston Antony Xavier, 31, had gone to attend a function along with his family on March 26. The burglary came to light when he returned home. The police picked up T. Shranjit Mahanto, 26, of West Bengal, who was living near the house of Mr. Winston. The police recovered ornaments worth about Rs. 16.80 lakh and handed over the same to Mr. Winston on Saturday.",2020-08-09,TH32307907,Thoothukudi,One held; stolen ornaments recovered,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/one-held-stolen-ornaments-recovered/article32307907.ece
Staff Reporter,"The central region on Saturday recorded 659 new COVID-19 cases, with Thanjavur recording a single-day high of 227 new cases. The region also accounted for nine deaths -- three in Thanjavur, two in Tiruchi, and one each in Ariyalur and Karur. Men aged 36, 30 and 67 from Thanjavur died at the Thanjavur Government Medical College Hospital of respiratory failure and co-morbid condition of diabetes. In Tiruchi, two men aged 72 and 36 died at a private hospital. A 60-year-old man with diabetes and renal failure from Ariyalur died at the Tiruchi Mahatma Gandhi Memorial Government Hospital while a 60-year-old woman with coronary artery disease also succumbed to the virus. Thanjavur recorded a single-day high of 227 COVID-19 cases. The patients included housewives, students and shop keepers. Some of the patients also had symptoms of Influenza-Like Illnesses and Severe Acute Respiratory Illnesses. Meanwhile, 81 patients were discharged from the Thanjavur Medical College Hospital after recovering from the viral infection. Tiruchi recorded a drop in cases with 84 new COVID-19 positive cases. “Our positivity rate has significantly dropped. At our highest, it was even 15% but over the last week, it has been between 7 and 8%, which is almost half,” said S. Sivarasu, Collector. Meanwhile, on Saturday, 40 patients from the Tiruchi MGMGH and 25 from the COVID Care Centre were discharged and sent home after recovering from the viral infection. Pudukottai recorded 114 new COVID-19 cases among which were primary contacts, and patients with symptoms of Influenza-Like Illnesses and Severe Acute Respiratory Illnesses. Meanwhile, Tiruvarur recorded 30 COVID-19 cases. Of the 77 new COVID-19 cases in Nagapattinam were seven healthcare workers including three policemen, two sanitary workers and two doctors. The remaining patients are all immediate contacts of patients who tested positive earlier. The total number of COVID-19 cases is 1076. Perambalur recorded 45 new COVID-19 cases, while Ariyalur added 42. In Ariyalur, the total number of COVID-19 cases reported so far stood at 1247, of which 951 have recovered and returned home. Of the 42 new cases, 11 hailed from the rural parts of Ariyalur, and nine from Ariyalur town. Meanwhile, 277 new throat swabs were lifted from primary contacts, those in containment zones and people with symptoms and have been send for testing. In Karur, 40 patients tested positive, including two men from the Superintendent’s Office, a policeman form the Vadivel Nagar Police quarters. Patients also tested positive in Karupampalayam and Poosaripatti.",2020-08-09,TH32307951,TIRUCHI,Central region records 659 more cases,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/central-region-records-659-more-cases/article32307951.ece
Staff Reporter,"Following heavy rain in catchment areas of Vaigai and Periyar dams, there was heavy flooding at Moola Vaigai on Saturday. Heavy rainfall was recorded in catchment areas like Megamalai and Vellimalai Hills, Arasaradi, Indiranagar and Bommarajapuram for the past three days. Periyar dam recorded a rainfall of 83.2 mm on Saturday at 6 a.m. and Thekkadi recorded a rainfall of 40.4 mm. The water level in Periyar dam had risen to 133.80 feet at 6 a.m. A total of 1,671 cusecs was discharged from Periyar dam. Farmers say that last flooding in Moola Vaigai was nearly eight months ago. They say the heavy flow will help in addressing drinking water crisis and recharge irrigation wells along river banks. Following good rainfall in the Meghamalai hills, there was increased inflow at Chinna Suruli falls. But, due to COVID-19 pandemic-induced lockdown, tourists were barred from entering the spot. The district administration had issued a press release urging people living along the river banks not to venture into the river due to heavy inflow of water. The officials were asked to form emergency rescue teams, identify flood-prone areas and set up relief camps with necessary amenities. The press release added that a control room that will function round-the-clock was set up at the Collectorate to attend to the complaints from the public. The Highways Department officials have been instructed to ensure that there was no water stagnation in bridges. The public health department officials have been asked to create awareness among the public to undertake preventive measures against the possible spread of dengue. The public have been asked to drink water only after boiling it. For any complaints related to flooding, people can contact 1077 or 04546-261093, said the release.",2020-08-09,TH32307922,Theni,Heavy flow in Moola Vaigai,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/heavy-flow-in-moola-vaigai/article32307922.ece
Special Correspondent,"The Nachiyarkovil police have arrested Veeramani (19) of Swamimalai on the charge of killing a cat at Sakkottai on Friday. According to police, the accused hit the cat relaxing on the compound wall of a house at Sakkottai with a stone when he was carrying out sanitary operations in the area. As the stone hit right on the head of the animal, it died on the spot. Basheer Ahamed who was rearing the cat as a pet lodged a complaint with the Nachiyarkovil police. Veeramani was later released on own bail.",2020-08-09,TH32307948,THANJAVUR,Man arrested for killing cat,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/man-arrested-for-killing-cat/article32307948.ece
Special Correspondent,"The Periyar Maniammai Institute of Science and Technology, Deemed to be a University, has joined hands with the Indian Institute of Technology, Bombay, to set up a Centre for Excellence in Robotics and Embedded System on its Vallam campus. According to a press release, the Centre for Excellence would be named as e-Yantra Lab and form part of the Electronic and Communication Engineering Department where latest robotic equipment from Nexrobotics Private Limited, Mumbai, would be made available for the students. Four PIMST faculty members have been trained on the basics of robotics at IIT, Bombay and completed the task-based training successfully through online.",2020-08-09,TH32307946,THANJAVUR,Centre for excellence in robotics,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/centre-for-excellence-in-robotics/article32307946.ece
Special Correspondent,"Health Minister, C.Vijayabaskar has said that safe environment for child births was being ensured in government hospitals in Tamil Nadu despite the pandemic situation. Disclosing this to reporters here on Saturday, Mr.Vijayabaskar said that 3,700 mothers had delivered their babies in the State at a time when the official machinery was focussed on the controlling the COVID 19 outbreak for the past four to five months. Deliveries, be it normal or Caesarean, have taken place in a safe environment wherein a majority of the expectant mothers or the babies were not affected by the pandemic in any manner, he added. Stating that the number of persons getting cured of the novel coronavirus was increasing day by day, the Minister said hitherto a total of 30,88,066 persons have undergone the COVID-19 swab and blood sample tests in Tamil Nadu. Out of this, 2,27,578 have been cured of the virus infection and returned home. Calling upon the people to avoid self-medication if they suffer from fever or other symptoms related to COVID-19 virus infection, Mr.Vijayabaskar said the infection could be cured if identified at the early stage itself and urged the people to make use of the facilities available in the government hospitals for treating the novel coronavirus infection. Earlier, the Health Minister inspected the Baby Friendly Ward at the Government Rajah Mirasdar Hospital and the construction of a new building to mark the centenary of the Government Eye Hospital in the same premises. He also interacted with the doctors and para-medical staff involved in the COVID-19 virus infection curing exercise at the Thanjavur Medical College hospital during a review meeting chaired by him. Agriculture Minister, R.Doraikkannu, Rajya Sabha MP, R.Vaithilingam, Collector, M.Govinda Rao and others accompanied the Health Minister during the inspection and at the review meeting. Meanwhile, equipment required for treating COVID-19 virus-infected persons sponsored by Agaram Foundation were handed over to the TMC hospital by the representatives of the foundation in the presence of the Health Minister.",2020-08-09,TH32307959,THANJAVUR,Minister: safe environment ensured for childbirths,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/minister-safe-environment-ensured-for-childbirths/article32307959.ece
Special Correspondent,"Paddy was dumped into the Cauvery at Kumbakonam by members of Thanjavur District Cauvery Farmers Protection Association on Saturday as a mark of protest against amendments carried out in some of the laws relating to the agriculture sector which, they contend, would favour the multi-national companies. Led by Sundara Vimalanathan, secretary of the association, the demonstrators claimed that the recent amendments to Essential Commodities Act, the Electricity (Amendment) Act and promulgation of “The Farming Produce Trade and Commerce (Promotion and Facilitation) Ordinance” and the “The Farmers (Empowerment and Protection) Agreement on Price Assurance and Farm Services Ordinance 2020” were against the interests of farmers in the country and would result in takeover of the agriculture sector by the multi-national companies. Holding the national flag, they raised slogans urging the Centre to withdraw the amendments in order to prevent hapless farmers falling into the clutches of multi-national companies.",2020-08-09,TH32307942,THANJAVUR,Farmers stage protest against amendments,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/farmers-stage-protest-against-amendments/article32307942.ece
Special Correspondent,"A group of people staged a protest alleging that COVID-19 positive patients were being being provided temporary accommodation at a lodge in Kumbakonam, here on Saturday. According to sources, a private hospital where COVID-19 infected persons were being treated has entered into an agreement with a lodge near Sarangapani temple to accommodate asymptomatic patients and those who require to be in isolation after their recovery from the infection. Revenue, Health, and Municipal officials visited the lodge on Saturday to inspect whether the facility had been set up as per the guidelines issued by the government. On hearing the news, a group of people gathered near the lodge and protested the setting up of the facility. They claimed that accommodating infected persons in their locality would result in local people contracting the virus. They demanded that the proposal be dropped immediately. However, the officials tried in vain to explain to the demonstrators that only asymptomatic persons and those who did not have the required facilities for isolation or quarantine at their houses would only be accommodated at the lodge. “Our attempts to clear the their misconception turned futile as the demonstrators continued to question the routine visits of doctors and nursing assistants to the facility to check the health of the patients lodged at the centre. They also refused to accept the fact that COVID-19 patients who require continuous or advanced medical support will not be accommodated in the facility,” an official said.",2020-08-09,TH32307947,THANJAVUR,Stir against accommodating positive patients in lodge,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/stir-against-accommodating-positive-patients-in-lodge/article32307947.ece
Special Correspondent,"Pragathi Monicka, 24, was found murdered inside her house at Periyar Nagar under Sivakasi East police station limits on Saturday. The police said that the woman, who had got married in June, was alone at home. Her husband Selva Manikandan, a Viduthalai Chiruthaigal Katchi functionary, had gone for work in a fireworks unit. Neighbours found the woman lying in a pool of blood with cut injuries on her head and limbs and they alerted her husband. The police said a gold chain on her body was missing. Madurai Superintendent of Police, Sujit Kumar, who holds additional charge of Virudhunagar district, inspected the scene of crime.",2020-08-09,TH32307915,Sivakasi,Woman found murdered in Sivakasi,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/woman-found-murdered-in-sivakasi/article32307915.ece
STAFF REPORTER,"Drivers of hired vehicles protested in front of Kandhampatti Regional Transport Office here on Friday highlighting various demands. The drivers gathered in front of the office and demanded that the State and Central governments provide relief measures for their families. The petitioners demanded that the State government should waive off e-pass requirements for hired vehicles as their livelihood is being affected due to this. The petitioners also demanded that governments should take measures to waive off penalty interests on loans availed by them. They also demanded that the government should waive off road tax and insurances for vehicles which couldn’t be operated during lockdown period. The protesters tried distribution of porridge at the place however, police stopped them.",2020-08-09,TH32307736,SALEM,"Drivers seek relief, waiver of e-pass",https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/drivers-seek-relief-waiver-of-e-pass/article32307736.ece
STAFF REPORTER,"Schools in Tamil Nadu will reopen only when the conditions are safe, Chief Minister Edappadi K. Palaniswami said on Saturday. The spread of COVID-19 in the State is yet to reduce and medical experts have advised that more care should be given to children, he said, emphasising that schools would reopen only once the conditions are safe. Talking to the media after reviewing COVID-19 preventive measures and development works in Salem district, he said that committees had been formed to study the National Education Policy and the Environment Impact Assessment draft. The State government has followed the two-language policy — Tamil and English — right from the time of former Chief Minister C.N. Annadurai to the time of former Chief Ministers M.G. Ramachandran and Jayalalithaa. “This government, which follows Jayalalithaa’s footsteps, will continue to implement the same,” he said. Regarding increasing the compensation for workers who die while on COVID-19 duty, Mr. Palaniswami said, “A total of Rs. 50 lakh has been announced for doctors and nurses since they treat COVID-19 patients. The Centre itself has announced that it would be provided through insurance. For other workers, Rs. 10 lakh was announced and this has been increased to Rs. 25 lakh and a government job for a person from their family.” On the issuance of e-pass, he said District Collectors had been advised to simplify the process, and additional teams had been formed to issue the passes. Works on the Mettur surplus water scheme were expected to be completed in six months. “Once completed, it will improve the groundwater levels in the region and drinking water issues will be solved,” he said. Water has been released for irrigation in the delta region from the dam, he said.",2020-08-09,TH32307717,SALEM,‘Schools will reopen only when conditions are safe’,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/schools-will-reopen-only-when-conditions-are-safe/article32307717.ece
Special Correspondent,"Relatives and friends of Kalaivanan of Vagavasal, who died at the Government Medical College Hospital here on Saturday after being attacked by a gang a few days ago, staged a protest, demanding the arrest of the accused. According to sources, a group of three persons led by Kalaivani Subramani of the same area allegedly attacked the deceased with wooden logs on July 31 due to a previous enmity over contesting the local body elections. Kalaivanan was taken to the Government Medical College Hospital, where he succumbed to the injuries. His kith and kin thronged the hospital. They said they would not receive the body until the accused were arrested. However, they withdrew the protest after police assured that the accused would be arrested soon.",2020-08-09,TH32307950,PUDUKOTTAI,‘Arrest murder accused’,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/arrest-murder-accused/article32307950.ece
Special Correspondent,"Persons who had recovered from COVID-19 should come forward to donate plasma, Health Minister C.Vijayabaskar said on Saturday. Plasma from people who recovered from COVID-19 would have antibodies against the virus. Infusing the antibodies to critically ill COVID-19 positive patients is expected to improve their chances of survival. “Persons who have been cured of the novel corona infection can donate plasma 14 days after their recovery,” Mr.Vijayabaskar said speaking to reporters after inaugurating a micro compost yards of the Pudukottai Municipality at Santhaipettai and Narimedu in the town. He pointed out that a plasma bank had been established in Chennai at a cost of Rs. 2 crore. Steps were being taken to open plasma banks in other districts too, he said. Mr.Vijayabaskar also disclosed that a 300-bed exclusive block for treating COVID 19 patients would soon become functional at the Pudukottai Government Medical College Hospital. The three-storey block is coming up at a cost of Rs. 25 crore. The block would soon be declared open by Chief Minister Edappadi K.Palaniswami, he added. Mr.Vijayabaskar also disclosed that 31.71 lakh face masks would be distributed to the 4.58 lakh smart card holders in Pudukottai districts through ration shops. Two masks were being being to each member of a family listed in the smart cards, he said distributing the face masks to the ration card holders at the Adapanvayal Pudukottai Town Coperative Cooperative Stores ration shop. Later, Mr.Vijayabaskar inaugurated a seed processing centre of the Pudukottai Organic Farmers Producers Organisation (FPO) at Vadamalapur. He disclosed that eight FPOs have been formed in the district through the Department of Agricultural Marketing and Agri Business. Three FPOs have been sanctioned Rs. 60 lakhs each for establishing seed processing units with godowns, he said. Collector P.Uma Maheswari and senior officials accompanied the Minister.",2020-08-09,TH32307954,PUDUKOTTAI,Minister appeals to COVID-19 cured persons to donate plasma,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/minister-appeals-to-covid-19-cured-persons-to-donate-plasma/article32307954.ece
Special Correspondent,"The government has announced a three-day lockdown, starting Sunday in Yanam to contain the spread of COVID-19. Regional Administrator of Yanam, Shivraj Meena, in an order issued on Friday, said the region would be completely shut from August 9 to 11. While medical shops will function, milk booths will be kept open from 6 a.m to 8 a.m and 6 p.m to 8 p.m. All government offices and banks will be closed during the three days. “Public movement is not allowed during this period and all are requested to make necessary arrangements in advance. Any violation of the above instruction is punishable under the provisions of Disaster Management Act 2005 and Epidemic Act 1897,” the order said.",2020-08-09,TH32307726,PUDUCHERRY,Govt. announces lockdown in Yanam for three days,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/govt-announces-lockdown-in-yanam-for-three-days/article32307726.ece
Special Correspondent,"Burnt body of a middle-aged woman was found on Gundar riverbed in Tirumangalam on Saturday. The body was found close to P.T. Rajan Street behind a match factory at around 4 p.m. Madurai Superintendent of Police, Sujit Kumar, inspected the scene of crime and the identity of the victim was yet to be established. P. Ayyammal, 50, of Vadipatti, lost her seven sovereigns gold chain when two motorbike-borne men snatched it on Friday. M. Radhika, 43, of Arasadi also lost her nine sovereigns gold chain to bike-borne men.",2020-08-09,TH32307962,Madurai,Burnt body of woman found,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/burnt-body-of-woman-found/article32307962.ece
Special Correspondent,"Burnt body of a middle-aged woman was found on Gundar riverbed in Tirumangalam on Saturday. The body was found close to P.T. Rajan Street behind a match factory at around 4 p.m. Madurai Superintendent of Police, Sujit Kumar, inspected the scene of crime and the identity of the victim was yet to be established. An unidentified man had attempted to break open an ATM machine at Thumbaipatti near Melur on Friday midnight. Four persons assaulted N. Lakshmanan,35, of Melur at Tiruvathavur on Thursday and robbed him of cash, phone and two-wheeler. P. Ayyammal, 50, of Vadipatti, lost her seven sovereigns gold chain when two motorbike-borne men snatched it on Friday. M. Radhika, 43, of Arasadi also lost her nine sovereigns gold chain to bike-borne men.",2020-08-09,TH32307908,Madurai,Burnt body of woman found,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/burnt-body-of-woman-found/article32307908.ece
Staff Reporter,"The Madurai Bench of the Madras High Court has directed the CB-CID officials probing the custodial torture case of Mahendran, involving the same police personnel accused in the Sattankulam custodial deaths of trader P. Jayaraj and his son J. Benicks, to complete the inquiry in a month. Justice R. Pongiappan directed the CB-CID to complete the inquiry and submit a report on whether a cognisable offence was made out in the case. Mahendran who had suffered injuries on his head and private parts in illegal custody, was admitted to the Government Thoothukudi Medical College Hospital for treatment. He later succumbed to his injuries. The petitioner S. Vadivu, mother of Mahendran, said that her son was tortured in illegal custody in the name of inquiry. After Mahendran was let off, Vadivu said that she was threatened by the Sattankulam police personnel of dire consequences if she spoke of the police torture to anyone.",2020-08-09,TH32307912,Madurai,Custodial death: HC directs CB-CID to conduct inquiry and submit report,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/custodial-death-hc-directs-cb-cid-to-conduct-inquiry-and-submit-report/article32307912.ece
Madurai Bureau,"Madurai district recorded less than 100 COVID-19 cases on Saturday. With 92 patients testing positive, the total tally of cases reached 11,898 on date. A total of 256 persons were discharged from COVID-19 care centres, private hospitals and the Government Rajaji Hospital (GRH) taking the total to 9,989. Madurai district slipped to the 11th position among all districts in Tamil Nadu in terms of active cases. Four patients from Madurai district succumbed to the virus on Saturday, raising the death toll to 282. The patients from Virudhunagar, Tiruchi, Dindigul and Thoothukudi districts admitted at the GRH and private hospitals in Madurai too died of the virus. Despite a declining trend of positivity rate, there was no let up in number of deaths in Virudhunagar as four more deaths reported on Saturday took up the toll to 121. Three men and one woman, in the age group of 51 years to 82 years, died on Wednesday and Thursday. Meanwhile, the district recorded 246 fresh positive cases. With this, the total number of positive cases has come closer to 10,000-mark at 9,773. However, with 107 patients got discharged on Saturday (7,728 total discharge till date), the number of active patients stood at 1,924. Theni had 350 fresh cases tested to COVID-19 on a single day, which took the tally to 7538. The number of people discharged from hospitals stood at 252. Dindigul recorded 282 positive cases and the tally stood at 3747. The discharges from hospitals were at 53. I. P. Senthil Kumar, DMK MLA, representing the Palani Assembly Constituency tested positive on Saturday. According to party sources, the MLA, had given samples two days ago. He has been admitted to a private hospital in Madurai, sources added. Ramanathapuram had 39 new cases and the total positive cases was 3585. The number of people discharged from the hospital was 22. Sivaganga accounted for 55 fresh cases with which the tally went up to 2887. The number of patients discharged from the hospital was 60. Sudden spurt in cases in southern districts continued on Saturday as these four districts collectively recorded 773 cases and witnessed 11 deaths while 543 patients who recovered from the viral infection were discharged. Thoothukudi continues to record 200-plus infections as the district had 247 fresh cases on Saturday that took its tally to 8,905 and active cases to 1,810 even as 229 patients were discharged from hospitals. The sudden spurt in infection took Tenkasi’s tally to 2,952 as the district reported 203 cases on Saturday that took the number of active cases to 1,032 even as 48 patients were discharged from hospitals. In Kanniyakumari, 197 more cases were recorded that increased the district’s tally to 6,222 and active cases to 1,896 after 126 patients were discharged from hospitals. The tally of Tirunelveli district touched 6,425 with the addition of 126 cases that took the number of active cases to 2,308 as 140 patients were discharged. While Tirunelveli lost seven patients, the highest loss on a single day so far, Thoothukudi witnessed the death of two patients and one each in Tenkasi and Kannniyakumari districts succumbed to the infection.",2020-08-09,TH32307917,Madurai,Madurai records less than 100 cases,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-records-less-than-100-cases/article32307917.ece
Staff Reporter,"The Madurai Bench of the Madras High Court has directed the State to file a counter affidavit in yet another petition filed before the court complaining of alleged custodial torture by police. Justice R. Pongiappan directed the State to file a counter affidavit to the petition filed by B. Raja from Periyakulam in Theni district. The petitioner who runs a tea shop alleged that he was tortured by Periyakulam police. Raja said that he was picked up based on a complaint lodged by Santhosham, an AIADMK functionary. In the complaint, it was said that the ruling party member was verbally abused by the petitioner and two others during distribution of COVID-19 relief materials. He alleged that in the name of inquiry, the police stripped him naked and hit him with lathis in the presence of Santhosham who was in the police station. He was threatened not to reveal the torture meted out to him before the Judicial Magistrate concerned when produced for remand. When he was taken to the Dindigul District Jail, seeing the injuries, the Jail Superintendent refused to admit him and it was after this the police took him to the Government Hospital for further treatment before he was lodged in the prison, he said. Now out on bail, the petitioner said that he is still receiving treatment for the injuries. He said that though he had complained of the torture to senior police officials, no action was initiated against the police personnel involved. He sought a CB-CID probe into the torture incident.",2020-08-09,TH32307913,Madurai,File counter affidavit: HC directs State,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/file-counter-affidavit-hc-directs-state/article32307913.ece
